TAX,Return filing,500,Seedra Al Eman General Trading LLC,21/10/2019
AUDIT,External Audit,6000,H I S Travel & Tourism LLC,21/10/2019
TAX,Compliance/ Advisory,3500,SILAA CONTRACTING L.L.C.,21/10/2019
ACCOUNTS,Accounts Supervision,2500,Why5 Research FZ-LLC,20/10/2019
AUDIT,External Audit,13500,Why5 Research FZ-LLC,20/10/2019
AUDIT,External Audit,12000,Modern Business Services Centre,20/10/2019
AUDIT,External Audit,5000,Crescent Middle East Oil Field services,16/10/2019
TAX,Compliance/ Advisory,1250,AJAX SYSTEMS TRADING DMCC,16/10/2019
AUDIT,External Audit,4000,GLOBETOUCH DMCC,15/10/2019
TAX,Return filing,2500,Arabia One International General Trading LLC,14/10/2019
AUDIT,Certification,2000,Bizdom Foodstuff Trading LLC,14/10/2019
AUDIT,External Audit,10000,Mouhajer International Design LLC,14/10/2019
TAX,Compliance/ Advisory,1000,Credence Consultancy,14/10/2019
TAX,De-registration,1000,Triple C Expertise General Trading L.L.C,14/10/2019
CID,Liquidation,5000,Triple C Expertise General Trading L.L.C,14/10/2019
AUDIT,External Audit,4500,Claremont International General Trading,13/10/2019
TAX,Compliance/ Advisory,7000,Timishuara Electrical & Mechanical Contracting Co. LLC (TEMCO),13/10/2019
AUDIT,External Audit,4500,Adam James Consultants DWC-LLC,13/10/2019
TAX,Return filing,1000,Chunilal Purushothaman LLC,10/10/2019
AUDIT,External Audit,4000,Fayat Middle East,08/10/2019
TAX,De-registration,2000,Private Care Heat Insulation - L L C,08/10/2019
ACCOUNTS,Accounts Supervision,2500,Marisoft DWC LLC,08/10/2019
External Audit,5000,,,
TAX,Registration,1000,Tasmaan DMCC,07/10/2019
AUDIT,External Audit,6000,Qantara Partners LLC,07/10/2019
TAX,Compliance/ Advisory,500,DECA4 BLOCKCHAIN ADVISORY LLC,06/10/2019
AUDIT,External Audit,20000,Park Center,06/10/2019
AUDIT,External Audit,13000,Mincom Trading LLC,06/10/2019
TAX,Return filing,1000,Everland Properties,06/10/2019
TAX,Compliance/ Advisory,13500,Terraco UAE Ltd. Co.,03/10/2019
3000,,,,
ACCOUNTS,Accounts Updation,2000,Keto Goodies UAE LLC,02/10/2019
TAX,Compliance/ Advisory,1000,ULTICA Manufacturer FZE,02/10/2019
TAX,De-registration,775,TANAEEM TRADING L L C ( 2 companies),02/10/2019
TAX,Registration,750,CharterBulk Shipping DMCC,02/10/2019
TAX,Compliance/ Advisory,1000,Trouvay & Cauvin Gulf W.L.L,02/10/2019
TAX,Registration,75,Maestro Advertising Co. W.L.L.,01/10/2019
150,,,,
TAX,De-registration,1000,Winchem Middle East Group,01/10/2019
TAX,Excise,7500,Classic Fine Foodstuff Trading LLC,01/10/2019
TAX,Return filing,150,Multi National School,01/10/2019
TAX,Compliance/ Advisory,12000,Sovereign Corporate Services,01/10/2019
TAX,Registration,50,Danem Construction W.L.L.,01/10/2019
AUDIT,External Audit,7000,Next Generation Parking (Cayman),30/09/2019
AUDIT,External Audit,20000,Pizzaro Group,30/09/2019
TAX,Return filing,1250,Ali Mohamed Abdalla Ahmed Alkhayyal Al Ali,30/09/2019
TAX,Registration,2000,AL KHAYYAL GROUP TRADING & INVESTMENT LLC,30/09/2019
AUDIT,External Audit,12000,Golden Eagle Group,30/09/2019
AUDIT,External Audit,4000,Cool Line Radiators LLC,29/09/2019
CID,PRO,952,shams  free zone,29/09/2019
TAX,Compliance/ Advisory,12000,Perfect Facility Management L.L.C,29/09/2019
1750,,,,
CID,PRO,4419,Tharun - Winter halter (Bahrain company formation),29/09/2019
CID,PRO,1000,Corporate Solutions LLC,29/09/2019
TAX,Registration,1250,Aquarius Yacht Rental L.L.C,29/09/2019
TAX,Return filing,1000,Juman Pearls Dental Clinic,29/09/2019
TAX,De-registration,600,SAIDU MOHAMMED GLASS & ALUMINIUM TRADING L.L.C,29/09/2019
TAX,Compliance/ Advisory,500,EXELANS (FZC),29/09/2019
AUDIT,Business Plan,15000,"AL AIN EQUESTRIAN, SHOOTING & GOLF CLUB",29/09/2019
TAX,Return filing,,Juman Pearls Dental Clinic,29/09/2019
CID,Incorporation,5000,Controls Middle East Measurment & Equip Fix LLC,29/09/2019
TAX,Implementation,1100,OLT Investment International Company (B.S.C),28/09/2019
CID,Liquidation,4000,Sea Power management DMCC,26/09/2019
ACCOUNTS,Accounts Updation,187,Shuangliang Eco Energy Technolgies DMCC,26/09/2019
AUDIT,External Audit,8000,Access Star Telecom LLC,26/09/2019
AUDIT,External Audit,20000,Firco techinical Services,26/09/2019
TAX,Return filing,1500,Muhammed Alsayed,25/09/2019
CID,Incorporation,5000,INFOCOMM SOLUTIONS LLC,25/09/2019
CID,Incorporation,33500,Design Line interior consultancy LLC,25/09/2019
AUDIT,Agreed upon procedure,135000,BARIJ Munitions LLC,24/09/2019
ACCOUNTS,Regular,2250,SAS Consultants FZE,24/09/2019
AUDIT,External Audit,8500,Vibrant Freight LLC,24/09/2019
TAX,Return filing,3000,Motherson Techno Tools Mideast Fze.,24/09/2019
CID,Incorporation,5000,Royal Water Official LLC,24/09/2019
391,,,,
AUDIT,External Audit,4000,Urban Retreat,23/09/2019
TAX,Return filing,2500,Sirona Dental Systems Trading L.L.C,23/09/2019
TAX,Return filing,12000,Abu Dhabi International Pvt School WLL,23/09/2019
CID,Liquidation,2500,Magenta Stars Communications FZ-LLC,22/09/2019
TAX,Return filing,,Juman Pearls Dental Clinic,22/09/2019
TAX,Compliance/ Advisory,1000,Vallourec Middle East FZE,22/09/2019
3000,,,,
TAX,Training,200,Ahmed ALmaghribi Perfume,22/09/2019
TAX,Tax Agent Service,1000,MNI ACCOUNTANTS,19/09/2019
AUDIT,Certification,2500,Consulate General of Panama,19/09/2019
TAX,Training,200,S A C USED CAR TRADING L.L.C,18/09/2019
AUDIT,External Audit,600,Golden Care Construction,18/09/2019
TAX,Training,100,MALABAR BUSINESS MEN SERVICE,18/09/2019
TAX,Training,100,INOSAFE Lighting Solutions LLC,18/09/2019
AUDIT,External Audit,5000,KBW Investment Group,18/09/2019
AUDIT,External Audit,4000,Live Nation Middle East FZ -LLC -Abudabi branch,18/09/2019
TAX,Training,100,Property LLC,18/09/2019
TAX,Training,100,AlBwardy Engineering,18/09/2019
TAX,Training,400,KBA Accounting & Bookkeeping Services LLC,18/09/2019
TAX,Training,100,Knowledge E DMCC,18/09/2019
TAX,Training,100,Golden Harbour LLC,18/09/2019
TAX,Training,100,Free bird Group,18/09/2019
TAX,Training,100,Gulf Motors Showroom,18/09/2019
TAX,Registration,1500,Ms. Li Shum,18/09/2019
1000,,,,
TAX,Compliance/ Advisory,95,Aurora Prime Investment L.L.C,17/09/2019
TAX,Registration,500,Bloomsford Middle East LLC,17/09/2019
TAX,Compliance/ Advisory,1500,QuadraBay Verification Services LLC,16/09/2019
500,,,,
TAX,Compliance/ Advisory,15000,SEMI Energy FZCO,16/09/2019
AUDIT,External Audit,7500,KBW Projects  FZ LLC,16/09/2019
AUDIT,External Audit,14000,Al Khaleej Cars Parking Management,16/09/2019
TAX,Return filing,1250,FALCON METALS LTD.,15/09/2019
TAX,Compliance/ Advisory,18000,AL REYADAH HOSPITALITY SERVICES,15/09/2019
CID,Liquidation,8000,My world market LLC - Liquidation,15/09/2019
ACCOUNTS,Software,275,Mansoori Car Hire Est,15/09/2019
TAX,Compliance/ Advisory,20000,American Community School,15/09/2019
AUDIT,External Audit,18000,Renovation Furniture Trading LLC,12/09/2019
AUDIT,External Audit,4000,James Branding & Design FZ LLC,12/09/2019
TAX,Compliance/ Advisory,1000,Zams International FZCO,12/09/2019
TAX,Compliance/ Advisory,10000,Flexitallic LLC,12/09/2019
AUDIT,External Audit,19500,GERMAN INTERNATIONAL SCHOOL,11/09/2019
AUDIT,External Audit,6000,Hutchinson Telecom FZCO,10/09/2019
TAX,Return filing,5000,Savolinna Jewellery Trading FZE,08/09/2019
AUDIT,External Audit,40000,THUMBAY BUILDERS,07/09/2019
TAX,Registration,500,FALCON METALS LTD.,05/09/2019
AUDIT,Finalisation,2500,Get Consultants DMCC,04/09/2019
TAX,Registration,1500,Around The Block Investment LLC,04/09/2019
ACCOUNTS,Accounts Updation,12000,"Site Technology Ltd. Co,",03/09/2019
AUDIT,Certification,1000,3E,03/09/2019
CID,PRO,3500,ZTC Interantional FZC,03/09/2019
CID,PRO,1400,shams  free zone,03/09/2019
ACCOUNTS,Accounts Updation,200,Mansoori Car Hire Est,02/09/2019
ACCOUNTS,Accounts Updation,2000,Bartawi General Contracting,01/09/2019
TAX,Compliance/ Advisory,1000,Petroleum Equipment International Middle East FZC,01/09/2019
TAX,Return filing,1000,Saeed Ahmed Saeed Abdulla Alzaabi,29/08/2019
TAX,Return filing,300,AAA Mines and Commodities Trading FZCO,29/08/2019
AUDIT,External Audit,9000,Envirotech General Trading LLC,29/08/2019
TAX,Return filing,1000,Dolphin Human Resources Consultancy,28/08/2019
AUDIT,Certification,476,Mohanan Porayil,28/08/2019
TAX,Return filing,2000,Jamal Johar M. Aljohar,27/08/2019
AUDIT,Finalisation,3000,Aqua Arab Trading LLC,27/08/2019
TAX,Return filing,1000,G R Projects General Trading FZE,26/08/2019
AUDIT,Finalisation,1904,Indiga Tech. FZ-LLC,26/08/2019
AUDIT,External Audit,4000,Essentially Health Food LLC,26/08/2019
TAX,Compliance/ Advisory,3000,CGG Services SAS,26/08/2019
TAX,Return filing,1000,SAEED BIN MOHAMMED BIN AHMAD AL QASSIMI,26/08/2019
TAX,Return filing,1000,HEIRS OF AISHA MESHARY RAHMA ALI,26/08/2019
AUDIT,External Audit,8000,Telesuprecon FZE,25/08/2019
TAX,Compliance/ Advisory,750,M/S. Aggregates Manufacturing Plant S.A.L.,25/08/2019
2000,,,,
AUDIT,External Audit,15000,Lutech Engineering FZ - LLC,25/08/2019
TAX,Return filing,3000,Rawlplug Building & Construction Materials,25/08/2019
AUDIT,External Audit,20000,Almoayara Althakyah Lab  & Orient Medical Equipments,22/08/2019
AUDIT,External Audit,20000,TSS middle East (FZC),21/08/2019
TAX,Registration,50,Golden Care Construction,20/08/2019
TAX,Compliance/ Advisory,7000,TIPS AND TOES,20/08/2019
TAX,Compliance/ Advisory,1500,Petroleum Equipment Middle East FZC,20/08/2019
CID,Incorporation,12000,CONSENT CONCRETE SOLUTIONS,20/08/2019
AUDIT,External Audit,6000,Knowledge Works Consultancy FZE,19/08/2019
CID,Incorporation,,Bassem bouzid -Trust  in DIFC,19/08/2019
AUDIT,External Audit,10000,INOSAFE Lighting Solutions LLC,18/08/2019
AUDIT,External Audit,7000,ALCAD MIDDLE EAST FZE.,18/08/2019
TAX,Compliance/ Advisory,12500,Next Generation Marketing FZE and EZ Software FZE,18/08/2019
TAX,Return filing,3500,Lewa Nikkiso Middle East FZE,15/08/2019
TAX,Return filing,3000,LIVIO FASHION,14/08/2019
AUDIT,External Audit,8000,The Yellow Boats,08/08/2019
AUDIT,External Audit,12000,M/s National Resources for financial consulting LLC,07/08/2019
CID,Incorporation,,Kingdom Capital,07/08/2019
TAX,Return filing,400,P. Haridas Sons Co. W.L.L,06/08/2019
AUDIT,External Audit,10000,Gallery Select Furniture LLC,05/08/2019
TAX,Training,2000,GPK Marine Management Services,05/08/2019
CID,Incorporation,7000,Not A Corporation,04/08/2019
Review of Accounts,6000,,,
CID,Incorporation,8095,United Business Line LLC,04/08/2019
TAX,Return filing,3000,CGG Services SAS,04/08/2019
TAX,Return filing,4000,EL Nilein Bank,04/08/2019
20000,,,,
AUDIT,External Audit,7000,Aeras DWC LLC,04/08/2019
TAX,Training,3000,AIR LIQUIDE GLOBAL E&C SOLUTIONS,04/08/2019
CID,PRO,2500,Qantara Partners LLC,03/08/2019
TAX,Implementation,600,Trouvay & Cauvin Gulf,03/08/2019
200,,,,
IA,Internal audit,250,New Vision Group,01/08/2019
TAX,Registration,500,EOLISAIR FZ-LLC,01/08/2019
TAX,Compliance/ Advisory,8000,Modern Star Trading ( LLC),31/07/2019
AUDIT,External Audit,285,Frescom International Trading W.L.L,30/07/2019
AUDIT,External Audit,15000,MMS CAFE LLC,28/07/2019
TAX,Return filing,750,Sheidaei Trading ( LLC),28/07/2019
AUDIT,External Audit,275,Kings Man Clothing Co W.L.L.,27/07/2019
CID,Incorporation,,Al Memzar contracting LLC (Branch company Abu Dhabi),24/07/2019
TAX,Registration,1200,West ford education group,24/07/2019
6500,,,,
AUDIT,External Audit,2000,Hospitality Asset managers Association MEA NPIO,24/07/2019
AUDIT,External Audit,12000,Raimondi Group FZ LLC,24/07/2019
TAX,Return filing,1000,Tristate ink & Equipments Trading LLC,23/07/2019
ACCOUNTS,Accounts Supervision,2500,Sky Optical LLC,23/07/2019
AUDIT,External Audit,400,Dolphin Pools and Contracting Company W.L.L.,23/07/2019
TAX,Return filing,48000,Abu Dhabi International Pvt School WLL,23/07/2019
TAX,Compliance/ Advisory,1000,Lotte Advanced Materials Europe GMBH- Rep Office,23/07/2019
DD/VAL,Valuation,20000,KATRINA SWEET CONFECTIONARY,23/07/2019
TAX,Registration,1100,SEVEN LINE REAL ESTATE BROKER,22/07/2019
AUDIT,External Audit,35000,Arabia One Group,21/07/2019
TAX,Return filing,1500,Khalifa Obaid Khalifa Trading LLC,21/07/2019
AUDIT,External Audit,20000,Oil & Gas Construction LLC,18/07/2019
AUDIT,External Audit,2500,Techplus FZE,18/07/2019
ACCOUNTS,Accounts Updation,2500,Soft care Cosmetics,18/07/2019
AUDIT,External Audit,10000,We Will Fix It Services L.L.C.,17/07/2019
AUDIT,External Audit,22000,International Trading Circle LLC,17/07/2019
TAX,Return filing,150,PPG INDUSTRIES (U.A.E.) LLC,16/07/2019
CID,PRO,8000,African Energy Trading FZC,16/07/2019
TAX,Compliance/ Advisory,1000,Al Mazroui Medical & Chemical Supplies LLC,16/07/2019
AUDIT,External Audit,10000,Lotte Advanced Materials Europe GMBH- Rep Office,16/07/2019
AUDIT,External Audit,6000,Silver Star Global (FZE),16/07/2019
AUDIT,External Audit,3000,Wize International (FZE),16/07/2019
CID,PRO,1500,Kaizen LLC,15/07/2019
CID,PRO,3000,Blue Green LLC,15/07/2019
CID,PRO,4820,Andrew New Zealand,15/07/2019
CID,PRO,7500,Blue Apple Advertising Media LLC,15/07/2019
CID,PRO,215,Toe to toe LLC,15/07/2019
CID,PRO,600,Musandam Electrical Equipment CO LLC,15/07/2019
CID,PRO,700,Corporate Solutions LLC,15/07/2019
CID,PRO,300,Sovereing Holding LLC,15/07/2019
CID,PRO,875,Courturier Fashion Designing LLC,15/07/2019
CID,PRO,4741,MML Consilting service,15/07/2019
CID,PRO,5000,ZTC Interantional FZC,15/07/2019
CID,PRO,2500,Ravish trading DWC,15/07/2019
CID,PRO,14953,Blue Apple Advertising Media LLC,15/07/2019
CID,PRO,810,Kido Mart,15/07/2019
CID,PRO,4762,ceaser,15/07/2019
CID,PRO,1500,West ship food trading LLC,15/07/2019
CID,PRO,5609,Blue Green LLC,15/07/2019
CID,PRO,3000,AGV Services FZE,15/07/2019
CID,PRO,1429,shams  free zone,15/07/2019
CID,PRO,1533,RAKEZ,15/07/2019
CID,PRO,2500,Blue Apple Advertising Media LLC,15/07/2019
CID,PRO,1395,TSS middle East (FZC),15/07/2019
CID,PRO,1381,Telecom Malaysia DMCC,15/07/2019
CID,PRO,14400,Shuraa Management,15/07/2019
CID,PRO,1000,Pearl Premium Services LLC,15/07/2019
CID,PRO,3750,Shuraa Management,15/07/2019
CID,PRO,1000,Multimedya Interantional FZE,15/07/2019
CID,Liquidation,3714,Peninsula International General Trading L.L.C,15/07/2019
CID,PRO,1500,Servicing International Trade Events LLC,15/07/2019
CID,PRO,7500,Shuraa Management,15/07/2019
CID,PRO,1905,LSD Media LLC,15/07/2019
CID,PRO,3500,Hendsa Middle East Consultancy LLC,15/07/2019
CID,PRO,1500,Starone it solutions infia private limited,15/07/2019
CID,PRO,500,Waho Landscape L.L.C,15/07/2019
CID,PRO,4286,Telecom Malaysia DMCC,15/07/2019
CID,PRO,5224,Umbra Insurance,15/07/2019
CID,PRO,1000,Multimedya Interantional FZE,15/07/2019
CID,PRO,1041,Belad al rafdeen technical works LLC,15/07/2019
CID,PRO,12500,Techpro International JAFZA,15/07/2019
CID,PRO,13000,Andika International JAFZA,15/07/2019
CID,PRO,148,Bluezone Textile fze,15/07/2019
CID,Incorporation,4000,Shuraa Management,15/07/2019
CID,PRO,6500,Lesker Trading Co.LLC,15/07/2019
CID,PRO,1905,Hydrics Technical Trading and Oilfiled Supplies LLC,15/07/2019
CID,Liquidation,2500,Marco Goncalves Electrical Fitting,15/07/2019
CID,Liquidation,1125,34 Ignite Marketing JLT,15/07/2019
CID,PRO,4000,Tharun - Winter halter (Bahrain company formation),15/07/2019
CID,PRO,9000,Telecom Malaysia DMCC,15/07/2019
CID,PRO,3000,Belad al rafdeen technical works LLC,15/07/2019
CID,PRO,1429,Caesar Wood Manufacturing L.L.C,15/07/2019
CID,PRO,1764,AKC International FZ-LLC,15/07/2019
CID,PRO,3500,Techpro International JAFZA,15/07/2019
CID,PRO,100,Bahuman Fashion Designing,15/07/2019
CID,PRO,,JCC Consulting LTD,15/07/2019
CID,PRO,5000,Techpro International JAFZA,15/07/2019
CID,Liquidation,1000,INFLECTION POINT ADVISORS DMCC,15/07/2019
CID,PRO,2527,Qai Consulting DMCC,15/07/2019
CID,Liquidation,4000,Tag Vinatti FZ - LLC,15/07/2019
CID,Incorporation,3500,Etihad Energy services,15/07/2019
CID,PRO,1533,RAKEZ,15/07/2019
CID,PRO,1429,shams  free zone,15/07/2019
CID,PRO,1500,Lexander General Trading LLC,15/07/2019
CID,PRO,12000,Umbra Insurance,15/07/2019
CID,PRO,852,Top Rock Interiors,15/07/2019
CID,PRO,3000,Bluezone Denim LLC,15/07/2019
CID,PRO,1000,Multimedya Interantional FZE,15/07/2019
CID,PRO,6591,Regalrays Hr Consulting,15/07/2019
CID,PRO,3000,African Energy Trading FZC,15/07/2019
CID,PRO,201,Hemsley Holdings LTD,15/07/2019
CID,PRO,25,Corporate Solutions LLC,15/07/2019
CID,PRO,252,AGV Services FZE,15/07/2019
CID,PRO,650,Sovereing Holding LLC,15/07/2019
CID,PRO,113,West ship food trading LLC,15/07/2019
AUDIT,External Audit,5000,Cladtek Middle East Oil Field Supplies & Services,15/07/2019
AUDIT,External Audit,75000,Al Suwaidi Group,15/07/2019
CID,PRO,315,Ronin Trust LLC,15/07/2019
CID,PRO,11500,Blue Apple Advertising Media LLC,15/07/2019
CID,Liquidation,1068,Marco Goncalves Electrical Fitting,15/07/2019
CID,Incorporation,5000,vision catayst construction llc,15/07/2019
CID,PRO,4286,Star Brand real estate,15/07/2019
CID,PRO,4762,Amit raja (Palak Global Impex -FZE),15/07/2019
CID,PRO,5000,Umbra Insurance,15/07/2019
CID,PRO,2000,Phoenix LLC,15/07/2019
CID,PRO,1905,shams  free zone,15/07/2019
CID,PRO,2000,Corporate Solutions LLC,15/07/2019
CID,PRO,4500,Umbra Insurance,15/07/2019
CID,PRO,5000,ZTC International FZC,15/07/2019
CID,PRO,109,Kido Mart,15/07/2019
CID,PRO,2857,shams  free zone,15/07/2019
CID,PRO,6000,Multimedya Interantional FZE,15/07/2019
CID,PRO,2952,Tristate ink & Equipments Trading LLC,15/07/2019
CID,PRO,18000,Hemsley Holdings LTD,15/07/2019
CID,Liquidation,2380,Marco Goncalves Electrical Fitting,15/07/2019
CID,PRO,2500,Telekom Malaysia DMCC,15/07/2019
CID,PRO,500,Waho Landscape L.L.C,15/07/2019
CID,PRO,4381,AGV Services FZE,15/07/2019
AUDIT,External Audit,3500,Ezentus FZE,15/07/2019
CID,Incorporation,,Ramzy Hanna - Uni group,15/07/2019
AUDIT,External Audit,300,Golden Harbour General Trading SPC,14/07/2019
CID,Incorporation,,Anas Abu Dhabi (Textiles Trading) company formation,14/07/2019
ACCOUNTS,Accounts Updation,1000,Aeras Aviation,11/07/2019
ACCOUNTS,Accounts Supervision,2500,Access Star Telecom LLC,11/07/2019
ACCOUNTS,Accounts Updation,1800,AADI Electronics LLC,11/07/2019
AUDIT,External Audit,6000,Power Centre Group,11/07/2019
CID,Incorporation,,Belad al rafdeen technical works LLC,11/07/2019
CID,Liquidation,,UMYA Business solutions DMCC,11/07/2019
ACCOUNTS,Accounts Supervision,750,SNP Middle East FZCO,11/07/2019
TAX,Registration,75,Acortec Corrosion Technology W.L.L,10/07/2019
External Audit,600,,,
CID,Liquidation,,J S B Logistics LLC,10/07/2019
AUDIT,External Audit,10000,Cladtek Middle East FZC,10/07/2019
TAX,Return filing,1000,Wave Fitness LLC,10/07/2019
CID,Incorporation,,Mohammed Shameej,09/07/2019
TAX,Return filing,4000,Miclyn Express Offshore,09/07/2019
CID,Incorporation,9000,Mecton - Branch in Abu Dhabi,09/07/2019
ACCOUNTS,Software,250,Busaber Service Center,09/07/2019
TAX,Compliance/ Advisory,1000,Tonec FZE,08/07/2019
TAX,Tax Agent Service,1000,e.construct FZ LLC,08/07/2019
2500,,,,
DD/VAL,Due Diligence,27000,Winchem Middle East Group,07/07/2019
AUDIT,External Audit,12000,Al Hilal Capital,07/07/2019
AUDIT,External Audit,12000,Bouguessa Fashion Design LLC,07/07/2019
IA,Internal audit,25000,Rashid Al Owais Eng. Consultants,07/07/2019
AUDIT,External Audit,5000,Erbicore Global DMCC,07/07/2019
AUDIT,External Audit,10000,Al Watan Construction Est.,04/07/2019
AUDIT,External Audit,5000,Marka Fitout Group FZ LLC,04/07/2019
TAX,Return filing,6000,Brix Properties Partners LLC,04/07/2019
AUDIT,Agreed upon procedure,15000,Ecabiotec Middle East Manufacturing LLC,04/07/2019
ACCOUNTS,Accounts Updation,1500,Oblong Contemporary Gallery LLC,03/07/2019
3000,,,,
AUDIT,External Audit,5500,GCEC Trading LLC,03/07/2019
TAX,Tax Agent Service,500,Bright house containers & Plastic Bags trading,03/07/2019
TAX,Compliance/ Advisory,4000,Station Satcom (FZC),02/07/2019
External Audit,5000,,,
TAX,Registration,1250,EXTREME EXCITE EVENT MANAGEMENT FZ LLE,02/07/2019
1500,,,,
AUDIT,External Audit,8000,Arcadia Middle East L.L.C,01/07/2019
AUDIT,External Audit,7500,Supply Chain Logistic,30/06/2019
AUDIT,External Audit,6000,KBW Ltd.,30/06/2019
AUDIT,External Audit,5000,Masin Hydrocarbon FZC,30/06/2019
TAX,Return filing,500,Fountain Hills Real Estate Management Supervision Service LLC,30/06/2019
ACCOUNTS,Accounts Updation,6000,Lexander General Trading LLC,27/06/2019
AUDIT,External Audit,6000,Mueller Middle East LLC,27/06/2019
CID,Incorporation,5000,Godwin,26/06/2019
TAX,Compliance/ Advisory,500,FLSmidth A/S,26/06/2019
TAX,Return filing,4500,Yateem Optician LLC,26/06/2019
CID,Liquidation,,Access value healthcare solutions - irfan khan,26/06/2019
AUDIT,External Audit,400,Linesight Amiston,25/06/2019
TAX,Return filing,3500,Ilife Digital Technology LLC,25/06/2019
TAX,Return filing,2500,SAS POWER INDUSTRIES FZE,25/06/2019
TAX,Return filing,1500,Accord healthcare MENA DMCC,24/06/2019
AUDIT,External Audit,7000,Limah Design Services,23/06/2019
AUDIT,External Audit,7000,Kaefer Isoliertechnick (Dubai Branch),23/06/2019
AUDIT,External Audit,3000,KMET FZE,23/06/2019
TAX,Return filing,2000,Livewell Pharmacy LLC,23/06/2019
AUDIT,External Audit,10000,Vision Tec LLC,23/06/2019
CID,Liquidation,10000,Colves Middle East FZE,20/06/2019
TAX,Registration,150,Linesight SPC,18/06/2019
AUDIT,External Audit,14000,Live Nation Middle East FZ LLC,18/06/2019
AUDIT,External Audit,20000,Ticketmaster Middle East FZ-LLC,18/06/2019
ACCOUNTS,Accounts Updation,2500,Lotte Advanced Materials Europe GMBH- Rep Office,18/06/2019
TAX,Return filing,1000,Mindset Marketing Consultancies,18/06/2019
Accounts Supervision,500,,,
CID,Incorporation,,Gourav,17/06/2019
AUDIT,External Audit,4500,Wylton MENA Green Energy Limited,17/06/2019
AUDIT,External Audit,6500,Zeta Lumen General Trading LLC,17/06/2019
CID,Incorporation,,Waterworks Technologies INC,16/06/2019
External Audit,18000,,,
TAX,Registration,500,IntercityHotel Dubai Jaddaf Waterfront,13/06/2019
2700,,,,
TAX,Compliance/ Advisory,500,Dar Al Bayan Trading EST,13/06/2019
AUDIT,External Audit,300,Shooting Stars W.L.L,12/06/2019
TAX,Return filing,3000,Al Qiwani Air Conditioning LLC,12/06/2019
ACCOUNTS,Accounts Updation,2500,luxury promise,12/06/2019
TAX,Implementation,150,Mina Market W.L.L,11/06/2019
200,,,,
AUDIT,External Audit,5000,SAS Marine & Offshore Middle East Co LLC,11/06/2019
TAX,Return filing,1500,GMO Globalsign FZ LLC,11/06/2019
AUDIT,External Audit,8000,Dive Tech Marine Engineering Services LLC,11/06/2019
TAX,Return filing,4000,Velocity Sports & Recreation Club,11/06/2019
TAX,Registration,500,Pet Express LLC,11/06/2019
CID,Incorporation,,Socializ - sireesha venkata,11/06/2019
AUDIT,Certification,1500,Gaiora Fashions,10/06/2019
CID,Incorporation,3904,Roxan - Dabbag Architects (Branch company formation AUH),10/06/2019
AUDIT,External Audit,12500,E Golf Outlet LLC,10/06/2019
AUDIT,External Audit,35000,THUMBAY PHARMACY LLC,09/06/2019
TAX,Registration,500,M A Complete Project Management Consultancy LLC,09/06/2019
Backlog,2200,,,
AUDIT,External Audit,5000,Aspen Polystyrene Industry,08/06/2019
AUDIT,External Audit,10000,Aspen Creations LLC,08/06/2019
AUDIT,Certification,4000,Al Fanar Restaurant and Café,08/06/2019
TAX,Tax Agent Service,,Basak,02/06/2019
TAX,Registration,500,Sreejith,02/06/2019
AUDIT,External Audit,12000,DEC Dynamic Engineering Consultants,01/06/2019
AUDIT,External Audit,16000,BGB Security Devices Equipment trading LLC,30/05/2019
TAX,Implementation,350,Multi National School,29/05/2019
175,,,,
TAX,Return filing,150,CTM 360 W.L.L,29/05/2019
300,,,,
CID,Incorporation,375,Sajeevan - Construction company (Bahrain),29/05/2019
TAX,Return filing,150,The Asian School,28/05/2019
300,,,,
AUDIT,External Audit,5000,Ahsant Art & Beauty L.L.C,28/05/2019
TAX,Return filing,3000,Rawlplug Building & Construction Materials,28/05/2019
TAX,Return filing,2000,Unique Power Ships & Boats Maintenance Services,28/05/2019
TAX,Implementation,500,Madhawdas Gopaldas & Sons W.L.L,27/05/2019
150,,,,
AUDIT,External Audit,10000,Marka Fitout Group FZ LLC,27/05/2019
TAX,Registration,50,Bahrain Greetings W.L.L.,26/05/2019
TAX,Implementation,750,Nans Group,26/05/2019
TAX,Registration,2000,MAC Complete Project & Management Consultancy,26/05/2019
AUDIT,External Audit,7000,German Steel contracting LLC,23/05/2019
AUDIT,External Audit,2000,HSR Middle East FZCO,22/05/2019
AUDIT,External Audit,8000,Exporient Middle East FZCO,22/05/2019
TAX,Return filing,3000,Ansar Gallery,21/05/2019
AUDIT,External Audit,5000,AT Solution DMCC,21/05/2019
AUDIT,External Audit,8000,Royal Falcon Security LLC,21/05/2019
AUDIT,External Audit,2500,Asian Infrastructure Pte. Ltd (DMCC Br),21/05/2019
TAX,Return filing,5000,Al Seer Marine Supplies & Equipment Co LLC,21/05/2019
AUDIT,External Audit,4000,Scan4pipes DMCC,21/05/2019
CID,Liquidation,,KMET FZE - (Liquidation),20/05/2019
AUDIT,External Audit,4000,Profinch Solutions DMCC,16/05/2019
ACCOUNTS,Accounts Updation,2500,Trivitron Healthcare Africa FZ LLC,15/05/2019
TAX,Registration,500,WORKSPACE INTERIORS LLC,15/05/2019
1000,,,,
Accounts Updation,1500,,,
TAX,Registration,1000,Zafar Mubarik Technical Services LLC,14/05/2019
TAX,Registration,2000,Top Rock Interiors LLC,14/05/2019
